code;name;street;city;postalcode;lat;lng
DK 4555 EF;Carl Jacobsen Engros;Strevelinsvej 28;Fredericia;7000;55.5287810;9.7259280
DK 456 EF;Nagel Liller A/S;Frostvej 14;Vejle;7100;55.7462910;9.5973610
DK 4566 EF;Agustson A/S;Englandsvej 11;Vejle;7100;55.7320660;9.5508500
DK 4568 EF;Vilsund Blue A/S;Strandvejen 12;Nykøbing;7900;56.7895170;8.8758880
DK 4569 EF;Hjallerup Slagtehus, Slagteri;Hornshøjvej 53;Hjallerup;9320;57.1830330;10.1601360
DK 457 EF;J G Coldstores ApS;Elmedalsvej 5;Slagelse;4200;55.4193150;11.3400440
DK 4578 EF;Lineage Vejle ApS;Kristian Skous Vej 6;Vejle;7100;55.7305880;9.5726540
DK 4581 EF;SFK Food A/S, Solina Denmark;Niels Bohrs Vej 55;Skanderborg;8660;56.0719980;10.0030970
DK 4582 EF;A/S LÆSØ FISKEINDUSTRI;Industrivej 4;Læsø;9940;57.3204750;11.1278200
DK 4584 EF;Scandic Pelagic A/S;Tobiskajen 2;Skagen;9990;57.7188950;10.5957020
DK 4585 EF;Scandic Pelagic A/S, Fabrik II;Coastervej 1;Skagen;9990;57.7230150;10.6010320
DK 4586 EF;Scandic Pelagic A/S;Søren Humbers Kaj 3;Skagen;9990;57.7210880;10.6042240
DK 4590 EF;LL COLD ApS;Herluf Trollesvej 5;Hirtshals;9850;57.5916390;9.9802120
DK 4608 EF;MB FOOD A/S;Korskildeeng 3;Greve;2670;55.5837870;12.2546530
DK 4621 EF;Toft Care A/S;Smedevej 1, Harre;Roslev;7870;56.7136220;8.9271150
DK 4624 EF;DANISH FOOD COMPANY SLAGELSE A/S, BEST BEEF;Kongstedvej 2F;Slagelse;4200;55.3940590;11.3370020
DK 4646 EF;Natur-Drogeriet A/S;Nydamsvej 13;Hørning;8362;56.0911870;10.0475910
DK 4655 EF;Ullerslev Oste ApS;Damsgårdvej 2;Ullerslev;5540;55.3602150;10.6796450
DK 4657 EF;FISKERISELSKABET PONDUS ApS, HM 228 PONDUS;Gyvelvænget 253;Hanstholm;7730;57.1112250;8.6227560
DK 4658 EF;Danish Crown A/S, Thorning;Bommen 9;Kjellerup;8620;56.2907470;9.3232570
DK 4661 EF;Engelsviken Canning Denmark A/S;Søren Humbers Kaj 2;Skagen;9990;57.7207810;10.6053130
DK 4663 EF;Partrederiet L217 Sdr. Nissum;Bymarken 11;Ulfborg;6990;56.3086640;8.1889240
DK 4664 EF;Ri 159 Samantha;Stormgade 8, 1 th;Hvide Sande;6960;55.9996350;8.1261650
DK 4675 EF;Constellation Cold Logistics Denmark A/S;True Møllevej 8;Tilst;8381;56.1841900;10.0895690
DK 4676 EF;Harald Iversen & Søn A/S;Rødspættevej 2;Thyborøn;7680;56.7024540;8.2187530
DK 4696 EF;Fiskeauktion Danmark A/S;Auktionskajen 1;Gilleleje;3250;56.1272640;12.3093150
DK 4699 EF;Harald Hansens Eftf. I/S, Slagteri;Fabriksvangen 27;Slangerup;3550;55.8438220;12.1561680
DK 4708 EF;Katja E 35;Toftevænget 4A;Esbjerg;6710;55.5218100;8.3575100
DK 472 EF;LL COLD ApS;Kristian Skous Vej 1;Vejle;7100;55.7313870;9.5727950
DK 4725 EF;VENMARK FISK A/S;Søndergade 50;Hirtshals;9850;57.5821060;9.9670400
DK 4731 EF;AQUA PRODUCTION ApS;Aarøsund Havn 10-14;Haderslev;6100;55.2615625;9.7093706
DK 4750 EF;Polar Seafood Denmark A/S;Skovhusvej 10, Vester Hassing;Vodskov;9310;57.0746740;10.1302860
DK 4756 EF;Fiskeriselskabet Flipper ApS;Bytorvet 34;Hanstholm;7730;57.1131440;8.6072980
DK 4771 EF;Uni Catering ApS;Engmarken 6;Brabrand;8220;56.1688400;10.1080870
DK 4772 EF;Hønseriet Åstrup Bakke, pakkeri;Aalborgvej 206;Tjele;8830;56.5585080;9.4848500
DK 4780 EF;Albanigades Fisk og Vildt ApS;Søndre Havnekaj 10;Kerteminde;5300;55.4492390;10.6640470
DK 4785 EF;Glyngøre Shellfish ApS;Kassehusvej 5;Roslev;7870;56.7634350;8.8634070
DK 4787 EF;Fayrefield Foods A/S;Rostrup Byvej 3;Arden;9510;56.7306510;9.9323510
DK 47932 EF;Brattingborg Gods;Brattingsborg 1 B;Samsø;8305;55.7830380;10.5864120
DK 4819 EF;HKI OST ApS;Vejleåvej 13;Ishøj;2635;55.6247530;12.3252340
DK 4824 EF;LL COLD ApS;Jens Munksvej 6;Hirtshals;9850;57.5917430;9.9844350
DK 4837 EF;Mina Istanbul Kebab Produktion ApS;Smedeland 36;Glostrup;2600;55.6817630;12.3922540
DK 4838 EF;NAKA  A/S;Vestermarksvej 2, Kragelund;Løsning;8723;55.8067640;9.6465340
DK 4856 EF;Hørkram Foodservice A/S;Torshøjvej 59;Hørning;8362;56.1080050;10.0451810
DK 4857 EF;Fælleskøkkenet Elbo I/S;Tingvejen 31;Fredericia;7000;55.5333330;9.6199360
DK 4859 EF;Bodylab ApS, Engros;Plastvænget 3D;Hadsund;9560;56.7286150;10.1025080
DK 4864 EF;Arla Foods Ingredients Group P/S R&D;Sønderupvej 26;Videbæk;6920;56.0496560;8.6684100
DK 4896 EF;Hao Trading ApS/Dana Seafood ApS;Jernholmen 46;Hvidovre;2650;55.6063880;12.4867070
DK 4909 EF;Partrederiet HV 8 Gitte-Miranda;Helgolandsgade 19;Esbjerg;6700;55.4730290;8.4313690
DK 4913 EF;HG 410 Signet;Park Alle 19;Hirtshals;9850;57.5774290;9.9672880
DK 4918 EF;AB CATERING A/S;Kystvejen 80;Nørresundby;9400;57.0881190;9.9857800
DK 4919 EF;Snogebæk Røgeri, Engros;Hovedgade 6;Nexø;3730;55.0267030;15.1185230
DK 4920 EF;Odden Fisk Engros;Vestre Havnevej 37;Sjællands Odde;4583;55.9723570;11.3665820
DK 4923 EF;ATRIA DANMARK A/S;Langmarksvej 1;Horsens;8700;55.8719560;9.8466140
DK 4929 EF;Prime Ocean A/S;Østhavnsvej 12;Hirtshals;9850;57.5918060;9.9774580
DK 4929 EF;Dan Salmon A/S;Østhavnsvej 12;Hirtshals;9850;57.5918060;9.9774580
DK 4937 EF;Constellation Cold Logistics Denmark A/S;Food Parken 4;Nykøbing;7900;56.8210070;8.7827380
DK 4945 EF;MUSLINGEFISKER HERLUF BONDE JOHANSEN ESBJERG, HO BUGT E 4;Violvej 2;Skive;7800;56.5844440;9.0421340
DK 4948 EF;Skagerak Processing A/S;Herluf Trollesvej 14;Hirtshals;9850;57.5908420;9.9811940
DK 4951 EF;VALLØ ØKO ApS, æggepakkeri;Billesøvej 3;Køge;4600;55.3987080;12.2128800
DK 4963 EF;GRAND fromage;Erhvervsparken Klank 19, st.;Galten;8464;56.1473090;9.9201930
DK 4970 EF;Musholm A/S;Reskavej 15;Korsør;4220;55.3499136;11.1458224
DK 4971 EF;Karup Æg, v/Søren Borrisholt Sørensen;Karupvej 112;Sæby;9300;57.3720310;10.3769930
DK 4975 EF;Allegårdens Fjerkræslagteri, Slagteri;Melbyvej 34;Søndersø;5471;55.5354000;10.2208830
DK 4977 EF;Byens Køkken;Teknikvej 4;Odense;5260;55.3471430;10.3991630
DK 4980 EF;Alpevej Vildtbehandling, Slagteri;Alpevej 4;Stenstrup;5771;55.1062690;10.5125100
DK 4987 EF;Danish Crown A/S, Inventorium;Tulipvej 10;Vejle;7100;55.7351300;9.5690200
DK 4991 EF;Vendsyssel Fjerkræslagteri ApS, Slagteri;Lyngbyvej 120;Løkken;9480;57.4013900;9.7600620
DK 4992 EF;AVO Skandinavia;HI-Park 491;Herning;7400;56.1340680;9.0915840
DK 4995 EF;Arla Foods Amba - Vejle Eksportterminal;Dofovej 2 B;Vejle;7100;55.7315820;9.5608730
DK 5000 EF;CHRISFISH DANMARK A/S;Fiskerihavnsgade 47;Frederikshavn;9900;57.4431900;10.5453140
DK 5001 EF;GRÅSTEN FJERKRÆ A/S;Kværsgade 18;Gråsten;6300;54.9319810;9.4967150
DK 5003 EF;Kutter Sofia Kaul E41, KAUL ApS;Sædding Strandvej 255A;Esbjerg;6715;55.5085300;8.3832370
DK 501045 EF;Ledreborg Gods , Vildtdepot;Ledreborg Alle 2D;Lejre;4320;55.6059650;11.9511650
DK 5011 EF;Fiskernes  Andelssalg;Fiskerihavnen 2;Rødvig Stevns;4673;55.2542800;12.3751380
DK 5014 EF;Scandic Pelagic A/S;Industrivej Nord 6;Ålbæk;9982;57.5975340;10.4144970
DK 5045 EF;Jeka Fish A/S;Havnen 70;Lemvig;7620;56.5502690;8.3024450
DK 512390 EF;Jagtkonsortiet Uglebjerggaard;Møllevænget 2, Saltø;Næstved;4700;55.2302130;11.6751230
DK 513322 EF;Sdr. Tulstrup A/S;Røngevej 28;Bjerringbro;8850;56.4011190;9.7263730
DK 514947 EF;Ledreborg Gods, Paradeplads for vildt;Ledreborg Alle 2D;Lejre;4320;55.6059650;11.9511650
DK 517736 EF;I/S Hagestedgaard;Nykøbingvej 84;Holbæk;4300;55.7459160;11.6203000
DK 517836 EF;Palsgaard Gods , Skovdistriktet;Palsgaardvej 30;Juelsminde;7130;55.7471310;10.0464540
DK 5206 EF;Biosynergy A/S;Østerhovedvej 4, Skarø;Svendborg;5700;55.0063460;10.4686920
DK 5212 EF;Thorsminde Fisk;Vangevej 9;Lemvig;7620;56.5460970;8.2955160
DK 5214 EF;Blume Food I/S;Smedevænget 4, Øster Bjerregrav;Randers;8920;56.4844490;9.9079570
DK 5224 EF;Skovsted Ålefarm;Kanstrupvej 5;Thisted;7700;57.0143910;8.7590940
DK 5226 EF;Scan-Hide A.m.b.A.;Industrivej 15;Vester Skerninge;5762;55.0715340;10.4417940
DK 522734 EF;Greenow Aps;Mellem Broerne 12;Ringsted;4100;55.4380120;11.7958450
DK 5230 EF;Ullerslev Mejeri, pakkeri;Damsgårdvej 2;Ullerslev;5540;55.3602150;10.6796450
DK 5237 EF;INGSTRUP MEJERI A/S, Sønderhaven Gårdmejeri;Stadevej 314;Brønderslev;9700;57.3057530;9.9831240
DK 5237 EF;Sønderhaven Gårdmejeri Aps;Stadevej 314;Brønderslev;9700;57.3057530;9.9831240
DK 5243 EF;Inco CC Aarhus A/S, Fiskeafdeling;Blomstervej 5;Tilst;8381;56.1835310;10.1265390
DK 5253 EF;Klosterhedens Vildt A/S, Slagteri;Holmgaardvej 49;Bækmarksbro;7660;56.4164741;8.3084214
DK 5255 EF;HM 555 Kingfisher, Fiskeriselskabet Kingfisher A/S;Havnegade 26  1;Thyborøn;7680;56.7032110;8.2197922
DK 5256 EF;OPHØRT FISKERISELSKABET WESTBANK APS;Aggervej 28;Vestervig;7770;56.7852690;8.2674900
DK 5259 EF;Strandby Konsumcenter, v/Formand, Claus Hjørne Pedersen;Auktionskaj 5;Strandby;9970;57.4945520;10.5018910
DK 5269 EF;Produktion Lager og Transport, - Køkken - Holbæk - Birkevænget;Birkevænget 44;Holbæk;4300;55.7094400;11.7164860
DK 5270 EF;Produktion Lager og Transport - Køkken - Slagelse;Ingemannsvej 38;Slagelse;4200;55.4026670;11.3679860
DK 5273 EF;Madservice Kalundborg;Stejlhøj 13;Kalundborg;4400;55.6794130;11.1275710
DK 5276 EF;Mad og Møder - Køkkenet Filadelfia;Værkstedsvej 5;Dianalund;4293;55.5288090;11.5025270
DK 5277 EF;Næstved Madservice;Tommerupvej 7;Næstved;4700;55.2073280;11.7636600
DK 5281 EF;Sejerø Kølehus;Havneplads 4;Sejerø;4592;55.8806690;11.1359520
DK 5282 EF;PETER PARIS - KOKKENES KURéR ApS;Robert Fultons Vej 14E;Aarhus;8200;56.2102670;10.1797300
DK 5290 EF;AB Catering København A/S;Park Allé 362;Brøndby;2605;55.6512200;12.3784710
DK 5292 EF;DANFOREL A/S;Slagterivej 2;Grindsted;7200;55.7559450;8.9388750
DK 5297 EF;Jens Lysholdt Eftf. A/S, Esbjerg;Darumvej 87;Esbjerg;6700;55.4634930;8.4820420
DK 5298 EF;RI 323 Kirsten Marie;Kaniavej 28;Hvide Sande;6960;56.0176240;8.1203400
DK 53 EF;Danish Crown;Estrupvej 7;Esbjerg;6700;55.4629870;8.4614800
DK 5310 EF;Prime Ocean A/S;Røgerivej 2;Skagen;9990;57.7202240;10.5958110
DK 5313 EF;Odense Universitetshospital, Køkkendistribution OUH;Solfaldsvej 36;Odense;5000;55.3858440;10.3674880
DK 5321 EF;Rossini Caviar;Magstræde 6;København;1204;55.6765640;12.5757650
DK 5329 EF;Fanø Laks ApS;Sønder Nytoft 10;Esbjerg;6720;55.4664892;8.4520751
DK 5335 EF;Thise Mejeri, Bovbjerg Ostelager;Gammel Damsgårdsvej 6  A, Ferring;Lemvig;7620;56.5486971;8.3046456
DK 5336 EF;Himmerlandskød A/S, v/Lars Andersen;Mejerivej 7;Farsø;9640;56.7672610;9.3417210
DK 5340 EF;Nordthy Meat ApS;Trehøjevej 29;Grindsted;7200;55.7634980;8.8980940
DK 5342 EF;Faldhøje Plantage, Slagteri;Skovsendevej 2;Grindsted;7200;55.6429390;8.8523870
DK 5347 EF;AB Catering Aarhus A/S, Terminal;Beta 1, Søften;Hinnerup;8382;56.2358050;10.1097140
DK 5350 EF;Delika Aalborg A/S;Middelfartvej 2;Aalborg;9220;57.0440190;10.0310090
DK 5355 EF;Tistrup Slagtehus ApS, Slagteri;Frejasvej 13;Tistrup;6862;55.7104580;8.6045400
DK 5357 EF;Madservice Skovvang;Grønningen 1;Slagelse;4200;55.4036600;11.3817670
DK 5360 EF;Seafood Flavours A/S;Food Parken 7;Nykøbing;7900;56.8207180;8.7841970
DK 5364 EF;EUROSAMA  ApS;Læsøvej 7;Hinnerup;8382;56.2523940;10.0734460
DK 5365 EF;S 386 CASILO ApS;Eratosvej 8;Skagen;9990;57.7328870;10.5985620
DK 5368 EF;Sygehus Sønderjylland Sønderborg, KøkkenService;Sydvang 1;Sønderborg;6400;54.9165870;9.7853860
DK 5372 EF;Wellfish;Havnegade 13C;Thyborøn;7680;56.7044260;8.2216010
DK 5376 EF;Carnad A/S;Falstervej 6;Løgstør;9670;56.9546030;9.2639250
DK 5377 EF;Capella ApS;Rho 2;Hinnerup;8382;56.2379760;10.1067630
DK 5381 EF;KAREN NIELSEN ApS v/ L549 Frida Amalie;Havnegade 26, 1;Thyborøn;7680;56.7032110;8.2197922
DK 5384 EF;Esbjerg Sygehus, Produktionskøkken;Finsensgade 35;Esbjerg;6700;55.4738590;8.4567030
DK 5393 EF;Centralkøkkenet Aarhus Universitetshospital;Carl Krebs Vej 36;Aarhus;8200;56.1872690;10.1743480
DK 5394 EF;Madjyden;Brandlundparken 1;Brande;7330;55.9438240;9.1178190
DK 5397 EF;Vores Køkken FHR;Alleen 2;Ry;8680;56.0938750;9.7619960
DK 5399 EF;Venøsund Fisk og Skaldyr;Sønderskovvej 20, Venø;Struer;7600;56.5340380;8.6233880
DK 5402 EF;Centrallager, Legoland Aps, Mad og Drikke;Højmarksvej 20;Billund;7190;55.7349060;9.1221350
DK 5404 EF;Regionshospitalet Randers, Patientkøkken;Skovlyvej 1;Randers;8930;56.4712676;10.0530905
DK 5405 EF;BO-INSTITUTIONEN SØDISBAKKE, Centralkøkkenet;Havndalvej 7;Mariager;9550;56.6472790;9.9924170
DK 5410 EF;Tønder Fælleskøkken;Carstensgade 6-8;Tønder;6270;54.9407586;8.8762846
DK 5414 EF;Madservice Aalborg Gug;Fortunavej 2;Aalborg;9210;57.0083830;9.9441730
DK 5415 EF;Aalborg Madservice, Storkøkkenet Lions Parken;Lions Parken 4;Nørresundby;9400;57.0761700;9.9293190
DK 5421 EF;Arla Foods Ingredients P/S - milk;Sønderhøj 12;Viby;8260;56.1203050;10.1580870
DK 5422 EF;Slawteren i Tørring, Slagteri;Bruuns Plantage Vej 1;Havndal;8970;56.6587320;10.2831920
DK 5431 EF;FN 104 Carpe-Diem ApS - Engros;Ærøvej 10;Læsø;9940;57.3159550;11.1265800
DK 5441 EF;Wrist Europe - Aalborg;Stigsborgvej 60;Nørresundby;9400;57.0581470;9.9504030
DK 5442 EF;Regionshospital Nordjylland, Hjørring afsnittet;Bispensgade 37;Hjørring;9800;57.4515600;9.9970770
DK 5443 EF;Sirena Coldstores A/S, Vong;Ravnsø Mosevej 3, Vong;Bramming;6740;55.5042440;8.6452120
DK 5444 EF;Kt. Inger Kathrine L 610;Sprogøvej 6 a;Thyborøn;7680;56.6929690;8.2165090
DK 5445 EF;S 158 Saron;Spliidsvej 25A;Skagen;9990;57.7275900;10.5935930
DK 5446 EF;Mad til hver dag I/S;Lokesvej 12;Hillerød;3400;55.9296240;12.2578970
DK 5456 EF;E 248 Ella, KR-Fiskeri ApS;Sædding Strandvej 255A;Esbjerg;6710;55.5085300;8.3832370
DK 5459 EF;Holbæk Fælleskøkken;Stenhusvej 21;Holbæk;4300;55.7122870;11.6859370
DK 5461 EF;GRISOGKO ApS;Niels Bohrs Vej 5;Haderslev;6100;55.2652940;9.5000930
DK 5464 EF;Mallemuk ApS, L 299 Mallemukken;Gefionsvej 7, Nørlem;Lemvig;7620;56.5621120;8.3274090
DK 5467 EF;S. 226 EMLI PILEGAARD;Kløvervej 15;Skagen;9990;57.7226510;10.5709000
DK 5471 EF;Sticks N Sushi;Fjeldhammervej 15;Rødovre;2610;55.6747760;12.4404190
DK 5472 EF;Det danske Madhus Varde A/S;Carolineparken 1 B;Varde;6800;55.6312970;8.4926330
DK 5473 EF;DDL´s kantine hos Danmarks Medie- og Journalisthøjskole;Helsingforsgade 6A;Aarhus;8200;56.1712830;10.1935630
DK 5477 EF;HV 80 Fru Hellesøe, Hjemsted Rejefisker ApS;Jægertoften 5;Skærbæk;6780;55.1516290;8.7493490
DK 5484 EF;PJ Distribution A/S;Priorsvej 31;Silkeborg;8600;56.2044350;9.5668570
DK 5485 EF;Sophiendal ApS grossist;Låsbyvej 82;Skanderborg;8660;56.1116450;9.8795680
DK 5497 EF;AB Catering Ribe A/S;Ole Rømers Vej 6;Ribe;6760;55.3539370;8.7819640
DK 5505 EF;Øer Is og ost, Lille Raneladegård;Øervej 7;Ebeltoft;8400;56.1464980;10.7113920
DK 5507 EF;M. S. Catering;Grimhøjvej 15;Brabrand;8220;56.1665040;10.1235170
DK 5518 EF;Lerøy Seafood Hirtshals A/S;Peder Skramsvej 4;Hirtshals;9850;57.5905560;9.9794230
DK 5519 EF;Scan Meat Aps;Matildevej 6;Slagelse;4200;55.3961840;11.3233420
DK 5522 EF;Madservice Vejen;Fællesvirke 2;Holsted;6670;55.4939530;8.9119180
DK 5524 EF;Partsrederiet E 61 -  DI -  JE;Strandparken 3;Esbjerg;6700;55.4779570;8.4318550
DK 5533 EF;RI 157 Arkona v/Partrederiet Thomas og Bjarne;Stormgade 8, 1 th;Hvide Sande;6960;55.9996350;8.1261650
DK 5535 EF;Polar Seafood A/S;Vagervej 9;Esbjerg;6700;55.4719410;8.4276310
DK 5538 EF;RI 426 ApS;Stormgade 8, 1;Hvide Sande;6960;55.9976150;8.1246612
DK 5540 EF;AALBORG UNIVERSITETSHOSPITAL, Måltider & Ernæring;Hobrovej 18;Aalborg;9000;57.0379530;9.9092820
DK 5541 EF;Måltider & Ernæring, Psykiatrien;Mølleparkvej 10;Aalborg;9000;57.0385390;9.9053280
DK 5543 EF;Haralds Fisk, Engros;Haraldsgade 106;København;2100;55.7095920;12.5601060
DK 555 EF;AMANDA SEAFOODS A/S;Constantiavej 29;Frederikshavn;9900;57.4530200;10.5259800
DK 5551 EF;Hilton Foods Danmark A/S;Brunagervej 2;Hasselager;8361;56.1004490;10.0726550
DK 5553 EF;Slagter Munch, Engro;Sct. Laurentii Vej 1;Skagen;9990;57.7251950;10.5974040
DK 5554 EF;Skagen Skinke;Kassevej 3;Skagen;9990;57.7208770;10.5919900
DK 5556 EF;Deba Fisk ApS;Peder Skramsvej 1;Hirtshals;9850;57.5905510;9.9782780
DK 5558 EF;Palsgaard Dairy Lab;Palsgaardvej 10;Juelsminde;7130;55.7492190;10.0227340
DK 5559 EF;Hårbølle Mejeri  ApS;Borupvej 69;Skævinge;3320;55.8999520;12.1881880
DK 5561 EF;Mad & Måltider;Bladknæk 51;Aabenraa;6200;55.0063880;9.4290820
DK 5562 EF;Hirtshals Havn;Norgeskajen 11;Hirtshals;9850;57.5941930;9.9628560
DK 5566 EF;Poseidon Seafood ApS;Marielundvej 34B;Herlev;2730;55.7149840;12.4272170
DK 5573 EF;Flyvefisken, engros;Stockflethsvej 12;Ebeltoft;8400;56.1941500;10.6688800
DK 5576 EF;Grøn Fokus A/S;Karolinevej 6;Slagelse;4200;55.3977610;11.3265980
DK 5577 EF;Norddjurs Mad, Centralkøkkenet;Trekanten 1;Grenaa;8500;56.3914110;10.8796470
DK 5578 EF;Fiskeriselskabet Ida Sara E 710 ApS;Uranusvænget 31;Esbjerg;6710;55.5254130;8.4333540
DK 5581 EF;Pelagia Danmark A/S;Hermetikvej 9;Skagen;9990;57.7179890;10.5851420
DK 558167 EF;DanHoney Aps;Reerslevvej 18 B;Ruds Vedby;4291;55.5558720;11.3904300
DK 5591 EF;Det Danske Madhus, Aarhus;Vestermøllevej 7 A;Trige;8380;56.2469980;10.1397610
DK 5591 EF;Det Danske Madhus A/S Aarhus;Vestermøllevej 7A;Trige;8380;56.2469980;10.1397610
DK 559268 EF;OBC Biavl;Østerbro 1;Havndal;8970;56.6537910;10.1931830
DK 559269 EF;OBC Biavl;Dørup Gade 6;Hørning;8362;56.0975890;10.0228360
DK 5594 EF;Hørkram Foodservice A/S;Centervej 1;Sorø;4180;55.4629930;11.5690940
DK 5597 EF;Thyborøn Invest A/S;Havnegade 15;Thyborøn;7680;56.7031770;8.2214920
DK 56 EF;LL COLD ApS;Frysehuskajen 8;Hirtshals;9850;57.5928440;9.9751070
DK 5613 EF;Vordingborg Madservice;Vintersbølle Strand 1;Vordingborg;4760;54.9994170;11.9562810
DK 5615 EF;Ishus ApS;Fuglebækvej 3E;Kastrup;2770;55.6232960;12.5955900
DK 5617 EF;Kibæk slagterhus, Slagteri;Velhustedvej 39;Kibæk;6933;56.0643650;8.8825440
DK 5627 EF;Henriks Æg, ægpakkeri;Vellensbyvejen 10;Rønne;3700;55.0735760;14.7913710
DK 5628 EF;Lundsøe Køl og Frys;Oceanvej 8A og 8B;Aarhus;8000;56.1496278;10.2134046
DK 5629 EF;BC Catering Roskilde A/S;Langebjerg 17;Roskilde;4000;55.6466870;12.1522190
DK 5634 EF;Halkær Ådal Økologisk;Blindebomsgade 5;Løgstør;9670;56.9673270;9.2540650
DK 5636 EF;Niels & Grete, Ægpakkeri 5636;Hingevej 9;Hadsten;8370;56.3707950;10.0550930
DK 5637 EF;Dagrofa Foodservice;Vejleåvej 13;Ishøj;2635;55.6247530;12.3252340
DK 5639 EF;Hirtshals Seafood A/S;Skovvejen 9;Hirtshals;9850;57.5861610;9.9737930
DK 5641 EF;Johns Fisk, Engros;Svirrebom 1;Lemvig;7620;56.5495960;8.3087090
DK 5643 EF;JN Spedition A/S, Lagerhotel;Sleipnersvej 1;Køge;4600;55.4945310;12.1474790
DK 5644 EF;FISKERIKAJEN ENGROS ApS;H.J. Holst Vej 12;Rødovre;2610;55.6715860;12.4399860
DK 5651 EF;Rævhede;Sandmosevej 84;Aabybro;9440;57.1681720;9.6836070
DK 5652 EF;Det vilde slagtehus og gårdbutik, Slagteri;Kær Møllevej 95;Hejls;6094;55.3807990;9.5518570
DK 5653 EF;Sejerø-gæs A/S, Slagteri;Sejerøvej 28, Horsekær;Sejerø;4592;55.9037580;11.1148450
DK 5657 EF;DFDS Padborg;Industrivej 6;Padborg;6330;54.8241870;9.3552460
DK 5660 EF;Ryans Fisk & Vildt;Gårslev Østergade 13;Børkop;7080;55.6386770;9.7031790
DK 5668 EF;Centralkøkkenet Nordjysk Mad I/S;Hjørringvej 180;Brønderslev;9700;57.2879550;9.9763580
DK 5671 EF;Eimskip Denmark A/S;Østhavnsvej 37 A;Aarhus;8000;56.1512910;10.2472570
DK 5672 EF;Gastro Import Logistics ApS;Kanalholmen 15-19;Hvidovre;2650;55.6102671;12.4532780
DK 5674 EF;BØRGE TVILLINGS EFTF APS;Kattegatvej 57;Nordhavn;2150;55.7225260;12.6075360
DK 5677 EF;Samskip A/S, Toldservice A/S;Vandvejen 7, 2;Aarhus;8000;56.1423968;10.2335142
DK 5681 EF;Biofiber-Damino A/S;Staushedevejen 10;Gesten;6621;55.5336360;9.1758390
DK 5685 EF;Skallebølle Slagtehus A/S, Slagteri;Odensevej 153;Vissenbjerg;5492;55.3872140;10.1921000
DK 5688 EF;Danish Crown;Grindstedvej 2;Holsted;6670;55.5252160;8.9065230
DK 5691 EF;Rigshospitalet, Centralkøkken;Blegdamsvej 9;København;2100;55.6959760;12.5666500
DK 5694 EF;Scandic Pelagic A/S;Havnevagtsvej 7;Skagen;9990;57.7259703;10.5844602
DK 5705 EF;FJORD SEAFOOD A/S;Nordre Strandvej 62;Hanstholm;7730;57.1220550;8.6273440
DK 5707 EF;A/S Einar Willumsen;Abildager 21-23;Brøndby;2605;55.6470351;12.3799001
DK 5709 EF;KING FOOD ApS;Tonsbakken 3;Skovlunde;2740;55.7118340;12.4236320
DK 5713 EF;Thise Mejeri, Afd. Faster/Skjern Ostelager;Højevej 25;Skjern;6900;56.0053970;8.6003740
DK 5718 EF;Demca ApS;Sintrupvej 23;Brabrand;8220;56.1671620;10.1093160
DK 5725 EF;Korsmedergaard ved Claus Østergaard Gravesen, Æg pakkeri;Klørupvej 13;Randers;8920;56.4634230;9.9228570
DK 5727 EF;Kastanjehaven, Centralkøkken;Troels-Lunds Vej 25;Frederiksberg;2000;55.6747700;12.5004740
DK 5728 EF;DK Kød Aps, Slagteri;Lindtorpvej 3;Struer;7600;56.4064700;8.4679310
DK 5731 EF;Dagrofa Foodservice;Langelandsvej 17;Middelfart;5500;55.5055950;9.7631260
DK 5739 EF;J.V. Jensen;Grøftevej 4;Sorø;4180;55.4365822;11.5629363
DK 5740 EF;Emin Food ApS;Møllevej 9K, 4;Nivå;2990;55.9280847;12.4953426
DK 5753 EF;FS DK ApS;Prinsessens Kvarter 5D;Fredericia;7000;55.5531730;9.6523980
DK 5757 EF;ALBER FOOD ApS;Literbuen 9;Skovlunde;2740;55.7181710;12.4212660
DK 5762 EF;V.Åby Slagterforretning, Slagteri;Svendborgvej 412;Faaborg;5600;55.0854170;10.3778080
DK 5764 EF;MARFRESH ApS;Rødspættevej 9;Strandby;9970;57.4908980;10.5052660
DK 5765 EF;Bodebjerg ApS;Vinkelvej 21;Marslev;5290;55.3803400;10.5178340
DK 5767 EF;Hansens Flødeis ApS;Landerslevvej 5-7;Jægerspris;3630;55.8505813;11.9916517
DK 5768 EF;Thise Mejeri, Afd. Hjerm Kalkgruber;Jernbanevej 13;Hjerm;7560;56.4341840;8.6429080
DK 5769 EF;Aalborg Universitetshospital Thisted, Centralkøkken;Højtoftevej 2;Thisted;7700;56.9570090;8.6959350
DK 5773 EF;Coop Danmark A/S, Ferskvare Lager;Solmarksvej 7;Brøndby;2605;55.6548770;12.3691290
DK 5775 EF;RI 320 Lasiry Partrederi;Toldbodgade 4, 1 sal;Hvide Sande;6960;56.0002190;8.1278140
DK 5776 EF;Fælleskøkkenet I/S;Granitvej 1;Sakskøbing;4990;54.7938580;11.6175410
DK 5780 EF;The Danish Butter Export Union A/S;Broenge 11;Ishøj;2635;55.6197790;12.3199830
DK 5783 EF;Delika Haderslev ApS;Hirsevej 15;Haderslev;6100;55.2341940;9.4996570
DK 5785 EF;SUVI:T Aps;Falstervej 19;Nyborg;5800;55.3150640;10.7502620
DK 5788 EF;Centralkøkkenet Skovparken;Skovparken 1 B;Nykøbing;7900;56.7971610;8.8676850
